Unnamed: 0,Rain(mm),Water Potential (MPa),Soil moisture (cm3/cm3),Corrected Total(cm/h),Total Flow(cm3/h)
2021-05-21 00:00:00,0.0,-0.9,0.19033333333333333,0.0,0.0
2021-05-21 00:30:00,0.0,-0.92,0.19033333333333333,0.0,0.0
2021-05-21 01:00:00,0.0,-0.91,0.19033333333333333,0.0,0.0
2021-05-21 01:30:00,0.0,-0.91,0.19033333333333333,0.0,0.0
2021-05-21 02:00:00,0.0,-0.95,0.19033333333333333,0.0,0.0
2021-05-21 02:30:00,0.0,-0.95,0.19033333333333333,0.0,0.0
2021-05-21 03:00:00,0.0,-0.94,0.18933333333333333,0.0,0.0
2021-05-21 03:30:00,0.0,-0.96,0.18933333333333333,0.0,0.0
2021-05-21 04:00:00,0.0,-0.96,0.18899999999999997,0.0,0.0
2021-05-21 04:30:00,0.0,-0.95,0.18899999999999997,0.0,0.0
2021-05-21 05:00:00,0.0,-0.98,0.18866666666666665,0.0,0.0
2021-05-21 05:30:00,0.0,-0.96,0.18866666666666665,0.0,0.0
2021-05-21 06:00:00,0.0,-0.99,0.18866666666666665,0.0,0.0
2021-05-21 06:30:00,0.0,-0.92,0.18866666666666665,0.0,0.0
2021-05-21 07:00:00,0.0,-1.02,0.18799999999999997,0.0,0.0
2021-05-21 07:30:00,0.0,-0.98,0.18799999999999997,0.0,0.0
2021-05-21 08:00:00,0.0,-0.97,0.18766666666666665,0.0,0.0
2021-05-21 08:30:00,0.0,-0.89,0.18766666666666665,0.0,0.0
2021-05-21 09:00:00,0.4,-0.8,0.18799999999999997,0.0,0.0
2021-05-21 09:30:00,0.2,-0.67,0.18799999999999997,0.0,0.0
2021-05-21 10:00:00,0.0,-0.49,0.18999999999999997,0.0,0.0
2021-05-21 10:30:00,0.0,-0.46,0.18999999999999997,0.0,0.0
2021-05-21 11:00:00,0.0,-0.61,0.19099999999999998,0.0,0.0
2021-05-21 11:30:00,0.0,-0.67,0.19099999999999998,0.0,0.0
2021-05-21 12:00:00,0.0,-0.77,0.19299999999999998,0.0,0.0
2021-05-21 12:30:00,0.0,-1.74,0.19299999999999998,0.0,0.0
2021-05-21 13:00:00,0.0,-1.9,0.19633333333333333,0.0,0.0
2021-05-21 13:30:00,0.0,-2.03,0.19633333333333333,0.0,0.0
2021-05-21 14:00:00,0.0,-2.07,0.19866666666666666,-0.1384050638628036,-8.870171569760593
2021-05-21 14:30:00,0.0,-1.43,0.19866666666666666,0.3732343649951646,23.920026918375605
2021-05-21 15:00:00,0.0,-1.15,0.19966666666666666,0.6175112701250202,39.57536494256673
2021-05-21 15:30:00,0.0,-1.0,0.19966666666666666,1.50335486702931,96.34774356235378
2021-05-21 16:00:00,0.0,-1.18,0.20033333333333334,1.0371173636563151,66.46728592769102
2021-05-21 16:30:00,0.0,-1.18,0.20033333333333334,0.9947265650670536,63.75052365056332
2021-05-21 17:00:00,0.0,-1.32,0.20033333333333334,1.0393099521607205,66.60780561442186
2021-05-21 17:30:00,1.0,-0.92,0.20033333333333334,0.9172496770312512,58.78514687612731
2021-05-21 18:00:00,0.0,-0.64,0.19933333333333333,0.6409098194529037,41.07494264029873
2021-05-21 18:30:00,0.0,-0.52,0.19933333333333333,0.4346793465985388,27.857943015600057
2021-05-21 19:00:00,0.0,-0.45,0.19833333333333333,0.164702179705486,10.555514018976796
2021-05-21 19:30:00,0.0,-0.39,0.19833333333333333,0.13249902638019556,8.49166254482997
2021-05-21 20:00:00,0.0,-0.33,0.19766666666666666,-0.02782324415885685,-1.7831497087493944
2021-05-21 20:30:00,0.0,-0.31,0.19766666666666666,-0.07029434345021005,-4.50505833663079
2021-05-21 21:00:00,0.0,-0.27,0.19699999999999998,-0.14279975946412204,-9.151820975444243
2021-05-21 21:30:00,0.0,-0.21,0.19699999999999998,-0.2021337049870634,-12.954443957656984
2021-05-21 22:00:00,0.0,-0.12,0.19666666666666666,-0.3332925505097643,-21.36021633482466
2021-05-21 22:30:00,0.0,-0.13,0.19666666666666666,-0.2468242732765645,-15.81859500252719
2021-05-21 23:00:00,0.0,-0.12,0.19633333333333333,-0.3889967624697711,-24.930215173403003
2021-05-21 23:30:00,0.0,-0.1,0.19633333333333333,-0.43298108979708777,-27.74910430133657
2021-05-22 00:00:00,0.0,-0.13,0.19633333333333333,-0.43298108979708777,-27.74910430133657
2021-05-22 00:30:00,0.0,-0.11,0.19633333333333333,-0.4278492465650587,-27.42021221699538
2021-05-22 01:00:00,0.0,-0.12,0.19599999999999998,-0.4843045210966847,-31.038345521784382
2021-05-22 01:30:00,0.0,-0.12,0.19599999999999998,-0.4843045210966847,-31.038345521784382
2021-05-22 02:00:00,0.0,-0.15,0.19566666666666666,-0.4747723338557342,-30.42744203384461
2021-05-22 02:30:00,0.0,-0.2,0.19566666666666666,-0.4747723338557342,-30.42744203384461
2021-05-22 03:00:00,0.0,-0.17,0.19566666666666666,-0.4982367542743532,-31.93124131032528
2021-05-22 03:30:00,0.0,-0.84,0.19566666666666666,-0.3208337870447517,-20.56175299542493
2021-05-22 04:00:00,0.0,-0.8,0.19499999999999998,-0.3208337870447517,-20.56175299542493
2021-05-22 04:30:00,0.0,-0.75,0.19499999999999998,0.0,0.0
2021-05-22 05:00:00,0.0,-0.6,0.19499999999999998,0.0,0.0
2021-05-22 05:30:00,0.0,-0.74,0.19499999999999998,-0.39119582388449536,-25.07114969918293
2021-05-22 06:00:00,0.0,-0.6,0.19399999999999998,-0.39119582388449536,-25.07114969918293
2021-05-22 06:30:00,0.0,-0.47,0.19399999999999998,0.0,0.0
2021-05-22 07:00:00,0.0,-0.38,0.19333333333333333,-0.05198722924483735,-3.331783028511816
2021-05-22 07:30:00,0.0,-0.8,0.19333333333333333,-0.3083755239378463,-19.76332172322082
