Unnamed: 0,Rain(mm),PET1(mm/h),Water Potential (MPa),Soil moisture (cm3/cm3),Corrected Total(cm/h),Total Flow(cm3/h)
2021-05-21 08:30:00,0.0,1.4697990931248542e-05,-0.93,0.407,0.2184447286587065,26.613331677965384
2021-05-21 09:00:00,0.4,1.467894581070115e-05,-0.77,0.402,0.2184447286587065,26.613331677965384
2021-05-21 09:30:00,0.2,1.4631872131285904e-05,-0.78,0.402,0.2184447286587065,26.613331677965384
2021-05-21 10:00:00,0.0,1.4684470751508904e-05,-1.24,0.402,0.2184447286587065,26.613331677965384
2021-05-21 10:30:00,0.0,1.4673131799057375e-05,-1.05,0.402,0.2184447286587065,26.613331677965384
2021-05-21 11:00:00,0.0,1.471678128115475e-05,-0.99,0.404,0.7894126477640004,96.17490316531313
2021-05-21 11:30:00,0.0,1.4732243161725553e-05,-1.05,0.404,1.437247678030973,175.10126883668048
2021-05-21 12:00:00,0.0,1.4689061299069984e-05,-1.07,0.407,0.9397422240594858,114.4897002287409
2021-05-21 12:30:00,0.0,1.4694491723800745e-05,-0.98,0.407,1.312278591209683,159.87616463073888
2021-05-21 13:00:00,0.0,1.467338960285803e-05,-0.99,0.411,1.4071835384257876,171.43852575362112
2021-05-21 13:30:00,0.0,1.466828703580678e-05,-1.05,0.411,1.80693633258011,220.1407936698416
2021-05-21 14:00:00,0.0,1.4616848400726703e-05,-1.01,0.411,1.3541305301300999,164.9750266572756
2021-05-21 14:30:00,0.0,1.4644376494027244e-05,-1.06,0.411,2.2931660075120015,279.3786232576143
2021-05-21 15:00:00,0.0,1.4645690516331603e-05,-0.97,0.414,2.100138333587323,255.8618758372189
2021-05-21 15:30:00,0.0,1.4659482175169403e-05,-0.78,0.414,2.2134628103620146,269.66830598618714
2021-05-21 16:00:00,0.0,1.4642486994373364e-05,-0.85,0.414,2.3102899587413055,281.4648507280643
2021-05-21 16:30:00,0.0,1.454517986287672e-05,-0.76,0.414,2.284309149138473,278.299583671872
2021-05-21 17:00:00,0.0,4.554941331494579e-05,-0.65,0.414,1.877123275051268,228.69173646858303
2021-05-21 17:30:00,1.0,4.878835949339111e-06,-0.53,0.414,1.2568699473976734,153.12567619071268
2021-05-21 18:00:00,0.0,1.4495169678147674e-05,-0.51,0.411,1.216198093862572,148.1705851032165
2021-05-21 18:30:00,0.0,1.4484759507569623e-05,-0.52,0.411,0.9250048543003312,112.69423227733074
2021-05-21 19:00:00,0.0,1.449037170501743e-05,-0.46,0.411,0.8595689407678403,104.72211190993256
2021-05-21 19:30:00,0.0,1.4494300477936214e-05,-0.43,0.411,0.6048557683263814,73.69016079555095
2021-05-21 20:00:00,0.0,1.4497033520533244e-05,-0.39,0.411,0.658517742558159,80.22785079838914
2021-05-21 20:30:00,0.0,1.451105908026108e-05,-0.35,0.411,0.5570868370503901,67.87042589164247
2021-05-21 21:00:00,0.0,1.4516526445260989e-05,-0.33,0.41,0.5800871695059373,70.67257854646485
2021-05-21 21:30:00,0.0,1.4548366578441071e-05,-0.28,0.41,0.347088297284734,42.2861015410944
2021-05-21 22:00:00,0.0,1.4570626977728734e-05,-0.2,0.41,0.4444302588618053,54.1453664706769
2021-05-21 22:30:00,0.0,1.4587775614728794e-05,-0.21,0.41,0.266248349758488,32.4372928765162
2021-05-21 23:00:00,0.0,1.4605409585452258e-05,-0.2,0.409,0.257396275628247,31.35883615974136
2021-05-21 23:30:00,0.0,1.4611271549213004e-05,-0.21,0.409,0.21903493354279746,26.685236907424176
2021-05-22 00:00:00,0.0,1.5148328247084635e-05,-0.21,0.409,0.20605020952211225,25.10329547431573
2021-05-22 00:30:00,0.0,1.5166582665815114e-05,-0.24,0.409,0.26270754417221953,32.00591312176926
2021-05-22 01:00:00,0.0,1.519108836245028e-05,-0.25,0.409,0.21490347972606405,26.181897909902712
2021-05-22 01:30:00,0.0,1.521980153218262e-05,-0.24,0.409,0.1901137856178203,23.161745601586983
2021-05-22 02:00:00,0.0,1.5254290242989834e-05,-0.24,0.409,0.1570582152377717,19.13455362616048
2021-05-22 02:30:00,0.0,1.5266020442093814e-05,-0.22,0.409,-0.17073066848719695,-20.80028177356262
2021-05-22 03:00:00,0.0,1.5297126740008356e-05,-0.14,0.409,-0.17073066848719695,-20.80028177356262
2021-05-22 03:30:00,0.0,1.5272222230933338e-05,-0.24,0.409,-0.17073066848719695,-20.80028177356262
2021-05-22 04:00:00,0.0,1.533474216518907e-05,-0.55,0.409,-0.36345173941945674,-44.27967545610045
2021-05-22 04:30:00,0.0,1.533604159181625e-05,-0.42,0.409,-0.36345173941945674,-44.27967545610045
2021-05-22 05:00:00,0.0,1.535016163202824e-05,-0.48,0.409,-0.2481559362029292,-30.23307670812659
2021-05-22 05:30:00,0.0,0.0004751159068652,-0.27,0.409,-0.24697369549622364,-30.089043184205284
2021-05-22 06:00:00,0.0,1.538265860653368e-05,-0.14,0.41,-0.02598707873497215,-3.166030830598622
2021-05-22 06:30:00,0.0,1.538265860653368e-05,-0.15,0.41,-0.02598707873497215,-3.166030830598622
2021-05-22 07:00:00,0.0,1.5346228435936744e-05,-0.22,0.41,-0.095691025198766,-11.658129760586474
2021-05-22 07:30:00,0.0,1.53134137274139e-05,-0.27,0.41,-0.095691025198766,-11.658129760586474
2021-05-22 08:00:00,0.0,1.5217757449996486e-05,-0.26,0.409,-0.095691025198766,-11.658129760586474
2021-05-22 08:30:00,0.0,1.5157574528552795e-05,-0.56,0.409,-0.095691025198766,-11.658129760586474
2021-05-22 09:00:00,0.0,1.5148785807597562e-05,-0.83,0.408,-0.095691025198766,-11.658129760586474
2021-05-22 09:30:00,0.0,1.5086231260641583e-05,-0.69,0.408,-0.095691025198766,-11.658129760586474
2021-05-22 10:00:00,0.0,1.5004543604749946e-05,-0.97,0.408,0.9633217163120058,117.36241247942088
2021-05-22 10:30:00,0.0,1.4918233069521551e-05,-1.17,0.408,1.2833952499940986,156.35727935271888
2021-05-22 11:00:00,0.0,1.4935494678479017e-05,-1.31,0.408,1.6772009688062008,204.33500935233144
2021-05-22 11:30:00,0.0,1.4953288357782018e-05,-1.27,0.408,3.230199285975527,393.5382900353971
2021-05-22 12:00:00,0.0,1.4963677289887356e-05,-1.26,0.407,2.8765738553949967,350.4557632489221
2021-05-22 12:30:00,0.0,1.4935225869943336e-05,-1.11,0.407,2.9434592388887135,358.60447393769
2021-05-22 13:00:00,0.0,0.0003947140924864,-0.94,0.406,3.0168807703645797,367.5494898301278
2021-05-22 13:30:00,0.0,0.0003786757717329,-0.97,0.406,3.03938635357153,370.2913667074976
2021-05-22 14:00:00,0.0,0.0003652432287173,-0.97,0.405,3.1922579225571748,388.9158571885764
2021-05-22 14:30:00,0.0,0.0003905360530784,-0.97,0.405,3.4087540004989223,415.29178287293706
2021-05-22 15:00:00,0.2,0.000369102186052,-1.07,0.404,3.7974060805487486,462.6416400986401
2021-05-22 15:30:00,0.0,0.0003226677943175,-1.2,0.404,3.9557829281935093,481.9368439809271
2021-05-22 16:00:00,0.0,0.0002942710031955,-1.36,0.403,5.131146705593402,625.1325449817115
2021-05-22 16:30:00,0.0,0.0001416346606896,-1.55,0.403,4.828143564748032,588.2173805083128
2021-05-22 17:00:00,0.0,0.0002990865096527,-1.34,0.401,4.57453131935131,557.3195563961011
2021-05-22 17:30:00,0.0,0.0002442108787356,-1.21,0.401,6.079738009235682,740.7003370986278
2021-05-22 18:00:00,0.0,0.0002470097027662,-1.03,0.398,5.344545020884559,651.1310672588762
