Unnamed: 0,Rain(mm),PET1(mm/h),Water Potential (MPa),Soil moisture (cm3/cm3),Corrected Total(cm/h),Total Flow(cm3/h)
2021-06-19 00:00:00,0,0.000246661342632,-0.71,0.081333333333333,0.2422725992148,15.5268850843301
2021-06-19 00:30:00,0,0.000250571886603,-0.7,0.081333333333333,0.117860406323215,7.55349548774402
2021-06-19 01:00:00,0,0.000251577915758,-0.66,0.081666666666667,0.090045584347381,5.77088554398822
2021-06-19 01:30:00,0,5.11623490411073E-07,-0.68,0.081666666666667,0.032945929297638,2.11145486472181
2021-06-19 02:00:00,0,5.03514994150915E-07,-0.68,0.081666666666667,0.059300645428335,3.80048882942814
2021-06-19 02:30:00,0,5.32293023631566E-07,-0.74,0.081666666666667,-0.061506813213977,-3.94187879179048
2021-06-19 03:00:00,0,0.000239143714041,-0.66,0.082,-0.128883415171348,-8.25994348154616
2021-06-19 03:30:00,0,0.00025322068818,-0.64,0.082,0.01171443435378,0.750760410498608
2021-06-19 04:00:00,0,5.14497655813898E-07,-0.69,0.082,-0.100320029774098,-6.42935923834281
2021-06-19 04:30:00,0,0.000266577262976,-0.67,0.082,-0.142799759464122,-9.15182097544424
2021-06-19 05:00:00,0,0.000270002182329,-0.69,0.082666666666667,-0.142799759464122,-9.15182097544424
2021-06-19 05:30:00,0,0.000227266879635,-0.61,0.082666666666667,-0.226309812789249,-14.5038542039973
2021-06-19 06:00:00,0,0.000210331957267,-0.61,0.083333333333333,-0.210924811919299,-13.5178527275437
2021-06-19 06:30:00,0,3.98576315486906E-07,-0.55,0.083333333333333,-0.124488896258618,-7.97830539956735
2021-06-19 07:00:00,0,3.76750352053603E-07,-0.5,0.083,-0.019036732599923,-1.22003544939914
2021-06-19 07:30:00,0,3.66353326156526E-07,-0.53,0.083,0.103953233497212,6.66220577930363
2021-06-19 08:00:00,0,0.008335019757139,-0.67,0.083,0.182998334840322,11.7280869768118
2021-06-19 08:30:00,0,0.008333451645534,-0.68,0.083,0.056372431459672,3.61282401738948
2021-06-19 09:00:00,0,0.03577942586185,-0.58,0.083333333333333,0.047587658272723,3.04982116767502
2021-06-19 09:30:00,0,0.035794030578514,-0.62,0.083333333333333,0.262028940624812,16.7930391758544
2021-06-19 10:00:00,0,0.248236056054635,-0.74,0.083333333333333,0.493923187556532,31.6547913322911
2021-06-19 10:30:00,0,0.247814983167159,-0.88,0.083333333333333,0.552429561845886,35.4043765236656
2021-06-19 11:00:00,0,0.374825842851097,-0.98,0.083,1.23736086998911,79.3005899075438
2021-06-19 11:30:00,0,0.374967624628327,-1.11,0.083,1.71892920300222,110.163577266332
2021-06-19 12:00:00,0,0.290270725781074,-1.2,0.082,1.914060450185,122.66924427609
2021-06-19 12:30:00,0,0.290255677561451,-1.26,0.082,1.77812382469357,113.957271194538
2021-06-19 13:00:00,0,0.382485450877986,-1.4,0.081333333333333,1.99665272654094,127.962458564409
2021-06-19 13:30:00,0,0.382601131419905,-1.5,0.081333333333333,2.5157883048904,161.233073955268
2021-06-19 14:00:00,0,0.315133837756659,-1.4,0.080666666666667,1.73866054321668,111.428129068981
2021-06-19 14:30:00,0,0.313130590504572,-1.24,0.080666666666667,1.72842945437578,110.772434032749
2021-06-19 15:00:00,0,0.080513843434248,-1.19,0.081333333333333,0.6482216974007,41.5435498580115
2021-06-19 15:30:00,0,0.080436427976688,-0.99,0.081333333333333,0.551698267847988,35.3575089954968
2021-06-19 16:00:00,0.4,0.122950795395846,-0.86,0.083333333333333,0.328608949079589,21.0600513907789
2021-06-19 16:30:00,0,0.122766834338109,-0.92,0.083333333333333,0.169825182078417,10.8838395060069
2021-06-19 17:00:00,0,0.016777846241743,-0.92,0.092333333333333,0.1778754901737,11.399771596941
2021-06-19 17:30:00,1.6,0.016664641406427,-0.84,0.092333333333333,0.10541716877252,6.75602718075084
2021-06-19 18:00:00,0.8,0.03773613302393,-0.75,0.122,0.084921592568067,5.44249664739688
2021-06-19 18:30:00,0.6,0.037734824651198,-0.81,0.122,0,0
2021-06-19 19:00:00,0.2,0.055858394959288,-0.7,0.125333333333333,-0.194075394790926,-12.4379990241613
2021-06-19 19:30:00,0.2,0.055853797307124,-0.72,0.125333333333333,-0.118629623979089,-7.60279348589283
2021-06-19 20:00:00,0.2,3.39768831937848E-07,-0.69,0.124,-0.080546733047221,-5.16211850616088
2021-06-19 20:30:00,0.2,3.53506498546145E-07,-0.67,0.124,-0.210924811919299,-13.5178527275437
2021-06-19 21:00:00,0.2,3.70560075240941E-07,-0.68,0.127,-0.204331459852153,-13.0952947486436
2021-06-19 21:30:00,0.4,4.16169402957955E-07,-0.63,0.127,-0.210924811919299,-13.5178527275437
2021-06-19 22:00:00,0.4,4.36985863004136E-07,-0.62,0.139,-0.139137509239258,-8.91711288804261
2021-06-19 22:30:00,0.4,4.34149700500721E-07,-0.53,0.139,-0.287124337614158,-18.4013652781957
2021-06-19 23:00:00,0.4,0.000217390091973,-0.47,0.144,-0.237299541469554,-15.2081693220919
2021-06-19 23:30:00,0.4,4.55270471781897E-07,-0.45,0.144,-0.336956988436974,-21.5950646287665
2021-06-20 00:00:00,1.2,6.83612289241987E-07,-0.47,0.150333333333333,-0.31350533660856,-20.0920836719532
2021-06-20 00:30:00,0.8,7.0186103245701E-07,-0.53,0.150333333333333,-0.327429540446905,-20.9844648722601
2021-06-20 01:00:00,0.4,7.10503663729583E-07,-0.55,0.160333333333333,-0.317169540229254,-20.3269169495442
2021-06-20 01:30:00,0,7.28385952679645E-07,-0.54,0.160333333333333,-0.354546899996988,-22.7223755022248
2021-06-20 02:00:00,0,7.4472476352743E-07,-0.5,0.155,-0.399992231691682,-25.6348981941417
2021-06-20 02:30:00,0,7.37165339441773E-07,-0.5,0.155,-0.319368083129495,-20.4678182445137
2021-06-20 03:00:00,0,7.7463431394813E-07,-0.5,0.153,-0.448377161426237,-28.7358152860318
2021-06-20 03:30:00,0.2,7.77155673863335E-07,-0.51,0.153,-0.421984392958588,-27.0443426045043
2021-06-20 04:00:00,0.2,7.53151866430113E-07,-0.5,0.152,-0.425649912719476,-27.2792602315331
2021-06-20 04:30:00,0,7.50712773865785E-07,-0.49,0.152,-0.463774051070182,-29.7225786960602
2021-06-20 05:00:00,0,7.4472476352743E-07,-0.51,0.152,-0.471839417174769,-30.239475832075
2021-06-20 05:30:00,0.2,7.18477009926463E-07,-0.49,0.152,-0.471106192700387,-30.1924845825831
2021-06-20 06:00:00,0,7.5195512138564E-07,-0.56,0.155333333333333,-0.471106192700387,-30.1924845825831
2021-06-20 06:30:00,0,7.2954309874264E-07,-0.5,0.155333333333333,-0.450576666853727,-28.8767782679195
2021-06-20 07:00:00,0,7.41911341367353E-07,-0.54,0.155333333333333,-0.487237565963781,-31.2263199388096
2021-06-20 07:30:00,0,6.49407280405144E-07,-0.46,0.155333333333333,-0.471106192700387,-30.1924845825831
2021-06-20 08:00:00,0,0.046526435492021,-0.51,0.155666666666667,-0.471106192700387,-30.1924845825831
2021-06-20 08:30:00,0,0.046543164249735,-0.55,0.155666666666667,-0.471106192700387,-30.1924845825831
2021-06-20 09:00:00,0,0.105826844229284,-0.59,0.155,-0.373603784434424,-23.9437024524636
2021-06-20 09:30:00,0,0.105847376059998,-0.61,0.155,-0.373603784434424,-23.9437024524636
2021-06-20 10:00:00,0,0.093378981845012,-0.58,0.154333333333333,-0.113502841352375,-7.27422572810547
2021-06-20 10:30:00,0,0.093443328846543,-0.67,0.154333333333333,0.209343436542503,13.416504767311
2021-06-20 11:00:00,0,1.00633031591855,-0.79,0.154,1.16135875999736,74.4297294312329
2021-06-20 11:30:00,0,1.00541895713042,-0.94,0.154,1.65242853552524,105.90164989488
2021-06-20 12:00:00,0,0.208615892719545,-1.22,0.152,2.5033532839041,160.436132235481
2021-06-20 12:30:00,0,0.208726371351288,-1.29,0.152,2.78065690603744,178.208102686483
2021-06-20 13:00:00,0,1.60118968480109,-1.44,0.148,3.43630280187146,220.227458212536
2021-06-20 13:30:00,0,1.59912924030305,-1.52,0.148,3.33145616450307,213.507995528049
2021-06-20 14:00:00,0,0.394235581362441,-1.57,0.14,3.27061827398526,209.608986981872
2021-06-20 14:30:00,0,0.394764924103165,-1.6,0.14,3.63877675024074,233.203707854836
2021-06-20 15:00:00,0,0.85674739281304,-1.63,0.134666666666667,3.44290283012123,220.6504440579
2021-06-20 15:30:00,0,0.858382101017825,-1.7,0.134666666666667,3.49864266250062,224.222725755374
2021-06-20 16:00:00,0,0.819494615289834,-1.82,0.131333333333333,3.93324155019199,252.075512281097
2021-06-20 16:30:00,0,0.819503182675926,-1.78,0.131333333333333,3.64171230194327,233.39184293116
2021-06-20 17:00:00,0,1.06338727419021,-1.72,0.129,3.92295475693259,251.416247232789
2021-06-20 17:30:00,0,1.06548707174496,-1.74,0.129,2.48726133712352,159.404823663009
2021-06-20 18:00:00,0,0.361867438997836,-1.61,0.127,2.88826004278114,185.104225253987
2021-06-20 18:30:00,0,0.362197681208117,-1.67,0.127,2.81578947225584,180.459695809926
2021-06-20 19:00:00,0,0.440902967606055,-1.65,0.125666666666667,3.07645577533146,197.165405602654
2021-06-20 19:30:00,0,0.440196897131338,-1.46,0.125666666666667,2.4887242213501,159.498577704331
2021-06-20 20:00:00,0,0.09049094031848,-1.16,0.124666666666667,2.5018903595399,160.342375621801
2021-06-20 20:30:00,0,0.090437152465753,-1.11,0.124666666666667,2.50262182121673,160.389253896259
2021-06-20 21:00:00,0,0.000249151692505,-2.71,0.123,2.25763424456345,144.68837000715
2021-06-20 21:30:00,0,0.000263260282573,-2.23,0.123,1.70212116817126,109.086375691908
2021-06-20 22:00:00,0,0.000566484561483,-1.74,0.123333333333333,1.30020694683443,83.328300083358
2021-06-20 22:30:00,0,0.000897150758162,-1.34,0.123333333333333,0.947948731556927,60.7526029291956
2021-06-20 23:00:00,0,0.00062864549315,-1.04,0.124,0.72499177532267,46.4636282394411
2021-06-20 23:30:00,0,0.000321628556821,-0.88,0.124,0.535609574770665,34.3264089479542
