Unnamed: 0,Rain(mm),Water Potential (MPa),Soil moisture (cm3/cm3),Corrected Total(cm/h),Total Flow(cm3/h)
2021-08-06 16:30:00,0.0,-0.94,0.03833333333333333,13.76805357551804,6404.205144901814
2021-08-06 17:00:00,0.0,-0.86,0.03833333333333333,11.307149253057133,5045.74856522396
2021-08-06 17:30:00,0.0,-0.75,0.03833333333333333,7.088896741127719,2722.6658453989066
2021-08-06 18:00:00,0.0,-0.63,0.038,7.368564313925142,2870.495543438023
2021-08-06 18:30:00,0.0,-0.6,0.038,11.807854298386582,5319.445055046286
2021-08-06 19:00:00,0.0,-0.65,0.038,8.069908196959814,3257.068734035801
2021-08-06 19:30:00,0.0,-0.62,0.038,5.367986788732956,1765.9188940835234
2021-08-06 20:00:00,0.0,-0.55,0.038,4.86388858399069,1486.045935603292
2021-08-06 20:30:00,0.0,-0.5,0.038,4.0993344531455715,1063.1066025925272
2021-08-06 21:00:00,0.0,-0.48,0.038,3.8505282876847815,929.3402704346976
2021-08-06 21:30:00,0.0,-0.31,0.038,3.0416245027581,479.2417899141727
2021-08-06 22:00:00,0.0,-0.27,0.038,4.401592513752181,1232.9604381249624
2021-08-06 22:30:00,0.0,-0.21,0.038,3.4352330792496875,697.2023429848007
2021-08-06 23:00:00,0.0,-0.18,0.038,2.9092875196834376,401.72959615754996
2021-08-06 23:30:00,0.0,-0.15,0.038,1.7380620293068736,-239.5451047505013
2021-08-07 00:00:00,0.0,-0.21,0.03766666666666666,3.9434331868202444,975.18116211162
2021-08-07 00:30:00,0.0,-0.25,0.03766666666666666,1.9107714952145414,-146.9840252830146
2021-08-07 01:00:00,0.0,-0.32,0.03766666666666666,1.7404748620037869,-237.9477692465951
2021-08-07 01:30:00,0.0,-0.28,0.03766666666666666,3.5454458798668074,755.9537019789458
2021-08-07 02:00:00,0.0,-0.23,0.03766666666666666,2.9296897200061203,417.16877056442485
2021-08-07 02:30:00,0.0,-0.16,0.03766666666666666,2.9874579580111087,449.49673995793876
2021-08-07 03:00:00,0.0,-0.13,0.03766666666666666,2.9260907806576606,414.3151311977181
2021-08-07 03:30:00,0.0,-0.12,0.03766666666666666,3.0446243254333085,481.4790358266994
2021-08-07 04:00:00,0.0,-0.12,0.03766666666666666,2.229186271636034,30.734505176111554
2021-08-07 04:30:00,0.0,-0.14,0.03766666666666666,1.996254803716423,-99.04167933782207
2021-08-07 05:00:00,0.0,-0.24,0.03766666666666666,2.1539420489393812,-12.779454126997337
2021-08-07 05:30:00,0.0,-0.31,0.03766666666666666,2.503011866526366,181.33302028355507
2021-08-07 06:00:00,0.0,-0.34,0.03766666666666666,2.757580441994837,321.32509541062444
2021-08-07 06:30:00,0.0,-0.32,0.03766666666666666,2.885805053744057,389.394125874733
2021-08-07 07:00:00,0.0,-0.32,0.03766666666666666,2.9333252901646167,417.44081926874196
2021-08-07 07:30:00,0.0,-0.33,0.03766666666666666,3.686307986493587,834.0015388624189
2021-08-07 08:00:00,0.0,-0.31,0.03766666666666666,6.822194572958024,2565.296936359786
2021-08-07 08:30:00,0.0,-0.35,0.03766666666666666,6.702886435332118,2500.2857344636213
2021-08-07 09:00:00,0.0,-0.36,0.03766666666666666,8.132622173187787,3289.901435355534
2021-08-07 09:30:00,0.0,-0.41,0.03766666666666666,8.791606829944797,3650.44144126061
2021-08-07 10:00:00,0.0,-0.46,0.03766666666666666,11.394158917612511,5090.566896093477
2021-08-07 10:30:00,0.0,-0.49,0.03766666666666666,10.302402353868409,4489.405124878263
2021-08-07 11:00:00,0.0,-0.51,0.03766666666666666,11.48440519096289,5143.045624113942
2021-08-07 11:30:00,0.0,-0.54,0.03766666666666666,11.536906695859066,5170.681680839063
2021-08-07 12:00:00,0.0,-0.59,0.03766666666666666,11.951003386374822,5400.471084503539
2021-08-07 12:30:00,0.0,-0.62,0.03766666666666666,12.81584985371402,5876.178214997299
2021-08-07 13:00:00,0.0,-0.63,0.03766666666666666,10.642895011455312,4680.71327063619
2021-08-07 13:30:00,0.0,-0.61,0.03766666666666666,13.952042329263815,6506.628769004947
2021-08-07 14:00:00,0.0,-0.7,0.03766666666666666,14.198970409645298,6646.233195476217
2021-08-07 14:30:00,0.0,-0.72,0.03766666666666666,11.792044990987451,5316.7064066492485
2021-08-07 15:00:00,0.0,-0.71,0.03766666666666666,14.376338684067672,6738.9867789098735
2021-08-07 15:30:00,0.0,-0.79,0.03766666666666666,13.939378935856606,6498.821694809354
2021-08-07 16:00:00,0.0,-0.94,0.03766666666666666,17.479200264300474,8452.968766915232
2021-08-07 16:30:00,0.0,-1.19,0.03766666666666666,18.33162697659192,8928.331182236785
2021-08-07 17:00:00,0.0,-1.11,0.038,18.549293537521457,9043.350056625342
2021-08-07 17:30:00,0.0,-1.03,0.038,17.860355004319203,8665.572721482336
2021-08-07 18:00:00,0.0,-0.97,0.03766666666666666,15.549198774025667,7388.926217381522
2021-08-07 18:30:00,0.0,-0.99,0.03766666666666666,16.447347083981786,7886.818412537408
2021-08-07 19:00:00,0.0,-0.87,0.03733333333333333,11.69554854564699,5264.3327286434205
2021-08-07 19:30:00,0.0,-0.74,0.03733333333333333,12.06142094115503,5462.792979101821
2021-08-07 20:00:00,0.0,-0.69,0.03733333333333333,7.745944872860556,3081.1419017786156
2021-08-07 20:30:00,0.0,-0.6,0.03733333333333333,5.909379189047577,2067.1701785396613
2021-08-07 21:00:00,0.0,-0.55,0.03733333333333333,4.596717817442365,1343.0472006410928
2021-08-07 21:30:00,0.0,-0.48,0.03733333333333333,4.049163118668041,1041.2926973778044
2021-08-07 22:00:00,0.0,-0.4,0.03733333333333333,3.2810457854980726,617.6150622044545
2021-08-07 22:30:00,0.0,-0.36,0.03733333333333333,3.5248676726479924,748.8596357275868
2021-08-07 23:00:00,0.0,-0.36,0.03733333333333333,3.1655105284057843,553.1716590522441
2021-08-07 23:30:00,0.0,-0.38,0.03733333333333333,3.144471643340448,539.9696820567061
2021-08-08 00:00:00,0.0,-0.34,0.037,3.2396348740594547,588.4458844454882
2021-08-08 00:30:00,0.0,-0.29,0.037,2.994651862626757,455.41354375346896
2021-08-08 01:00:00,0.0,-0.28,0.037,2.828557764686449,363.9621502541852
2021-08-08 01:30:00,0.0,-0.25,0.037,2.9037695982328438,406.3380964853052
2021-08-08 02:00:00,0.0,-0.26,0.037,3.375009265860414,665.4323250977036
2021-08-08 02:30:00,0.0,-0.23,0.037,3.14266827364123,538.8432485433293
2021-08-08 03:00:00,0.0,-0.18,0.037,2.7406996440387674,315.5035843180551
2021-08-08 03:30:00,0.0,-0.13,0.037,2.643229314734378,259.22547019941595
2021-08-08 04:00:00,0.0,-0.14,0.037,2.5992841190682183,237.86087648408193
2021-08-08 04:30:00,0.0,-0.13,0.037,2.839930669514661,377.30041279053466
2021-08-08 05:00:00,0.0,-0.13,0.037,2.8297740743578967,363.3898482500813
2021-08-08 05:30:00,0.0,-0.14,0.037,2.607114685739087,240.60321922242707
2021-08-08 06:00:00,0.0,-0.14,0.037,2.5060154291122667,185.0847649432215
2021-08-08 06:30:00,0.0,-0.15,0.037,2.481343819524625,170.85577434701497
2021-08-08 07:00:00,0.0,-0.16,0.037,2.6161361840272583,246.5706786046486
2021-08-08 07:30:00,0.0,-0.16,0.037,2.70337600403013,297.0340598382412
2021-08-08 08:00:00,0.0,-0.18,0.037,2.988029226923926,451.9734058777701
2021-08-08 08:30:00,0.0,-0.19,0.037,3.126463980948815,527.1767700397029
2021-08-08 09:00:00,0.0,-0.21,0.037,4.2504612898129475,1147.7747613691126
2021-08-08 09:30:00,0.0,-0.22,0.037,7.179143052184471,2760.248791941261
