Date,Rain,PET,SV,SF,Soil_moisture,PSY
2022-05-26 00:00:00,0.0,2.92973590850613e-05,5.7458998277546,3025.16169491405,0.26,-0.2131877049326407
2022-05-26 00:30:00,0.0,2.80319005335832e-05,4.78963666980994,2519.63110884572,0.26,-0.2029760381841296
2022-05-26 01:00:00,0.0,2.60811806209213e-05,4.49206894101742,2364.5825101617,0.26,-0.1941183645894619
2022-05-26 01:30:00,0.0,2.71197765068528e-05,3.92220893739922,2066.48749719731,0.26,-0.1899542067434768
2022-05-26 02:00:00,0.0,2.65073590115274e-05,2.80616925245866,1474.15294963826,0.25966666666666666,-0.1766678802036186
2022-05-26 02:30:00,0.0,0.0204447361286686,3.00393520937691,1580.38237834988,0.25966666666666666,-0.154047478116664
2022-05-26 03:00:00,0.0,2.60447193248391e-05,3.05889991298942,1604.64188770212,0.25966666666666666,-0.1355154617609117
2022-05-26 03:30:00,0.0,0.0214036760826607,2.62559597257496,1376.77877083044,0.25966666666666666,-0.1275899954315982
2022-05-26 04:00:00,0.0,0.0188964405217193,3.02321157312641,1593.54687617569,0.25933333333333336,-0.1266342680373875
2022-05-26 04:30:00,0.0,2.55864809630007e-05,2.07734088261635,1087.52148160746,0.25933333333333336,-0.1162276653901842
2022-05-26 05:00:00,0.0,0.026199698645351,2.53090963505299,1328.75692497637,0.25933333333333336,-0.0961266521526451
2022-05-26 05:30:00,0.0,0.0429309085659757,2.8533277309441,1499.13296838738,0.25933333333333336,-0.0936541894556342
2022-05-26 06:00:00,0.0,0.0513395982290346,3.43043111792019,1804.53841997359,0.25933333333333336,-0.1063520768099436
2022-05-26 06:30:00,0.0,0.0243393478717644,4.20854818970088,2213.75744397462,0.25933333333333336,-0.1281315176802047
2022-05-26 07:00:00,0.0,0.0189659981342172,5.34056986680284,2808.71739561057,0.25933333333333336,-0.1755583637791156
2022-05-26 07:30:00,0.0,2.53767325893952e-05,6.58685166602545,3466.67094125702,0.25933333333333336,-0.2210711347009399
2022-05-26 08:00:00,0.0,2.46132818016221e-05,6.67597799381948,3513.21929921156,0.25933333333333336,-0.2302914340710518
2022-05-26 08:30:00,0.0,0.0147137702625569,7.62854407569881,4014.68774419028,0.25933333333333336,-0.2060562222288855
2022-05-26 09:00:00,0.0,0.0222601032211484,8.91163765525157,4698.62338011317,0.25933333333333336,-0.1854694265811772
2022-05-26 09:30:00,0.0,0.0250603684562429,10.5291299007556,5547.29110699911,0.25933333333333336,-0.2013095563220839
2022-05-26 10:00:00,0.0,0.0092628505063974,13.1347192323127,6910.98968702095,0.25933333333333336,-0.2571577413793527
2022-05-26 10:30:00,0.0,0.0328850688221118,15.6650022260088,8244.8059660562,0.25933333333333336,-0.3307608789086525
2022-05-26 11:00:00,0.0,0.0362468998699648,19.4602004802309,10241.057934882,0.25933333333333336,-0.3910181242878598
2022-05-26 11:30:00,0.0,0.0115987568063164,23.6049421454874,12425.2189465899,0.25933333333333336,-0.4299526630268662
2022-05-26 12:00:00,0.0,0.0145299026483265,26.3643608077422,13864.1824888998,0.25933333333333336,-0.4620192777152672
2022-05-26 12:30:00,0.0,0.0158161091866496,29.1161442930442,15288.6660907875,0.25933333333333336,-0.5179857572073336
2022-05-26 13:00:00,0.0,0.0846535455601418,32.369154050665,16955.437830562,0.25966666666666666,-0.6125850856712066
